Date,Adj. Close
2013-01-02,34.43791271094
2013-01-03,34.366246103511
2013-01-04,34.711932092286
2013-01-07,34.121736501695
2013-01-08,34.290363813293
2013-01-09,34.374677469091
2013-01-10,34.45899112489
2013-01-11,34.526442049529
2013-01-14,34.47585385605
2013-01-15,34.568598877428
2013-01-16,34.298795178872
2013-01-17,34.41683429699
2013-01-18,34.577030243008
2013-01-22,34.779383016924
2013-01-23,34.880559403883
2013-01-24,34.998598522001
2013-01-25,35.318990414036
2013-01-28,35.209382661497
2013-01-29,35.512911822372
2013-01-30,35.740558693029
2013-01-31,35.951342832525
2013-02-01,35.917617370206
2013-02-04,35.504480456792
2013-02-05,35.706833230709
2013-02-06,35.858597811147
2013-02-07,36.052519219483
2013-02-08,36.060950585063
2013-02-11,35.993499660424
2013-02-12,36.018793757164
2013-02-13,35.926048735786
2013-02-14,35.774284155348
2013-02-15,36.018793757164
2013-02-19,36.440362036157
2013-02-20,36.356048380358
2013-02-21,34.914284866202
2013-02-22,35.394872704254
2013-02-25,34.998598522001
2013-02-26,35.167225833598
2013-02-27,35.512911822372
2013-02-28,35.951342832525
2013-03-01,36.128401509702
2013-03-04,36.651146175654
2013-03-05,36.541538423115
2013-03-06,36.297028821299
2013-03-07,36.145264240862
2013-03-08,36.069381950643
2013-03-11,36.221146531081
2013-03-12,36.28859745572
2013-03-13,36.507812960796
2013-03-14,36.727028465872
2013-03-15,36.727028465872
2013-03-18,36.558401154275
2013-03-19,36.752322562612
2013-03-20,36.996832164428
2013-03-21,36.819773487251
2013-03-22,36.929381239789
2013-03-25,36.752322562612
2013-03-26,37.253988814614
2013-03-27,37.552157030601
2013-03-28,37.935516165441
2013-04-01,38.105898003148
2013-04-02,38.310356208396
2013-04-03,38.77890626209
2013-04-04,39.307089958982
2013-04-05,39.605258174969
2013-04-08,39.76712092079
2013-04-09,39.724525461364
2013-04-10,40.124922779975
2013-04-11,40.048250953007
2013-04-12,40.235670974484
2013-04-15,39.843792747758
2013-04-16,40.022693677351
2013-04-17,40.048250953007
2013-04-18,39.801197288332
2013-04-19,40.695701936293
2013-04-22,40.303823709567
2013-04-23,40.516801006701
2013-04-24,40.678663752522
2013-04-25,40.789411947032
2013-04-26,40.849045590229
2013-04-29,41.189809265643
2013-04-30,41.266481092611
2013-05-01,40.601991925554
2013-05-02,40.235670974484
2013-05-03,40.252709158255
2013-05-06,39.613777266854
2013-05-07,40.542358282357
2013-05-08,39.954540942268
2013-05-09,39.238937223899
2013-05-10,39.698968185708
2013-05-13,39.630815450625
2013-05-14,39.954540942268
2013-05-15,40.235670974484
2013-05-16,39.937502758497
2013-05-17,40.235670974484
2013-05-20,40.193075515058
2013-05-21,40.346419168994
2013-05-22,39.843792747758
2013-05-23,39.605258174969
2013-05-24,39.307089958982
2013-05-28,39.238937223899
2013-05-29,38.182569830116
2013-05-30,38.369989851594
2013-05-31,38.259241657084
2013-06-03,38.28479893274
2013-06-04,38.037745268065
2013-06-05,37.501042479289
2013-06-06,38.352951667823
2013-06-07,38.591486240613
2013-06-10,38.335913484052
2013-06-11,37.978111624868
2013-06-12,37.765134327734
2013-06-13,38.225165289543
2013-06-14,38.480738046103
2013-06-17,38.608524424383
2013-06-18,38.957807191683
2013-06-19,38.037745268065
2013-06-20,37.134721528219
2013-06-21,37.765134327734
2013-06-24,37.66290522511
2013-06-25,38.105898003148
2013-06-26,38.617043516269
2013-06-27,38.408325765078
2013-06-28,39.354979548219
2013-07-01,38.864440769682
2013-07-02,38.718139730469
2013-07-03,38.700927843503
2013-07-05,38.434143595527
2013-07-08,38.890258600131
2013-07-09,39.045165582827
2013-07-10,38.847228882716
2013-07-11,39.157042848108
2013-07-12,39.19146662204
2013-07-15,39.750852948441
2013-07-16,39.905759931137
2013-07-17,38.847228882716
2013-07-18,39.174254735074
2013-07-19,38.726745673952
2013-07-22,38.83001699575
2013-07-23,39.174254735074
2013-07-24,38.847228882716
2013-07-25,39.251708226422
2013-07-26,39.862730213722
2013-07-29,39.793882665857
2013-07-30,39.845518326756
2013-07-31,39.492674643948
2013-08-01,39.854124270239
2013-08-02,39.742247004958
2013-08-05,39.208678509006
2013-08-06,38.795593221817
2013-08-07,38.993529921929
2013-08-08,39.062377469793
2013-08-09,38.743957560919
2013-08-12,38.477173312943
2013-08-13,37.986634534406
2013-08-14,37.805909721261
2013-08-15,37.306764999241
2013-08-16,36.695743011941
2013-08-19,36.497806311829
2013-08-20,36.807620277221
2013-08-21,36.179386402955
2013-08-22,35.654423850486
2013-08-23,35.72327139835
2013-08-26,35.688847624418
2013-08-27,35.697453567901
2013-08-28,35.929814041945
2013-08-29,35.559758472171
2013-08-30,35.594182246104
2013-09-03,35.292974224195
2013-09-04,35.198308845881
2013-09-05,35.155279128466
2013-09-06,35.181096958915
2013-09-09,35.275762337229
2013-09-10,35.637211963519
2013-09-11,35.318792054645
2013-09-12,35.077825637118
2013-09-13,35.568364415655
2013-09-16,35.284368280712
2013-09-17,35.344609885094
2013-09-18,36.24823395082
2013-09-19,36.136356685539
2013-09-20,35.680241680935
2013-09-23,36.256839894303
2013-09-24,36.308475555201
2013-09-25,36.033085363742
2013-09-26,35.710362483126
2013-09-27,35.484127243223
2013-09-30,35.605946218555
2013-10-01,35.562439441651
2013-10-02,35.684258416983
2013-10-03,35.075163540322
2013-10-04,35.031656763417
2013-10-07,34.866331011181
2013-10-08,35.371009623271
2013-10-09,35.605946218555
2013-10-10,35.980104499933
2013-10-11,35.980104499933
2013-10-14,35.64945299546
2013-10-15,34.909837788085
2013-10-16,35.45802317708
2013-10-17,35.988805855314
2013-10-18,35.866986879982
2013-10-21,36.006208566076
2013-10-22,36.519588533547
2013-10-23,36.119326186027
2013-10-24,36.110624830646
2013-10-25,36.650108864261
2013-10-28,36.589199376594
2013-10-29,36.624004798118
2013-10-30,36.44127633512
2013-10-31,36.415172268977
2013-11-01,36.824135971878
2013-11-04,36.780629194974
2013-11-05,36.554393955071
2013-11-06,37.198294253256
2013-11-07,36.589199376594
2013-11-08,36.34556142593
2013-11-11,36.041013987599
2013-11-12,35.231787937177
2013-11-13,35.64945299546
2013-11-14,35.684258416983
2013-11-15,35.814778747696
2013-11-18,35.692959772364
2013-11-19,35.614647573936
2013-11-20,35.283996069463
2013-11-21,35.25789200332
2013-11-22,35.35360691251
2013-11-25,35.301398780224
2013-11-26,35.022955408036
2013-11-27,35.031656763417
